microstate ID,canonical isomeric SMILES,canonical SMILES
SM24_micro017,COc1ccc(cc1)c2c3c(ncnc3oc2c4ccc(cc4)OC)[NH2+]CCO,COc1ccc(cc1)c2c3c(ncnc3oc2c4ccc(cc4)OC)[NH2+]CCO
SM24_micro020,COc1ccc(cc1)c2c3c([nH+]c[nH+]c3oc2c4ccc(cc4)OC)NCCO,COc1ccc(cc1)c2c3c([nH+]c[nH+]c3oc2c4ccc(cc4)OC)NCCO
SM24_micro022,COc1ccc(cc1)c2c3c([nH+]cnc3oc2c4ccc(cc4)OC)NCC[OH2+],COc1ccc(cc1)c2c3c([nH+]cnc3oc2c4ccc(cc4)OC)NCC[OH2+]
SM24_micro023,COc1ccc(cc1)c2c\3c([nH]cn/c3=[NH+]\CC[O-])oc2c4ccc(cc4)OC,COc1ccc(cc1)c2c3c([nH]cnc3=[NH+]CC[O-])oc2c4ccc(cc4)OC
SM24_micro024,COc1ccc(cc1)c2c3c(ncnc3oc2c4ccc(cc4)OC)[N-]CC[OH2+],COc1ccc(cc1)c2c3c(ncnc3oc2c4ccc(cc4)OC)[N-]CC[OH2+]
SM24_micro025,COc1ccc(cc1)c2c\3c([nH]cn/c3=[NH+]\CC[OH2+])oc2c4ccc(cc4)OC,COc1ccc(cc1)c2c3c([nH]cnc3=[NH+]CC[OH2+])oc2c4ccc(cc4)OC
SM24_micro027,COc1ccc(cc1)c2c3c(ncnc3oc2c4ccc(cc4)OC)NCC[O-],COc1ccc(cc1)c2c3c(ncnc3oc2c4ccc(cc4)OC)NCC[O-]
SM24_micro028,COc1ccc(cc1)c2c\3c([nH]cn/c3=N\CCO)oc2c4ccc(cc4)OC,COc1ccc(cc1)c2c3c([nH]cnc3=NCCO)oc2c4ccc(cc4)OC
SM24_micro029,COc1ccc(cc1)c2c3c([nH+]cnc3[NH2+]CC[O-])oc2c4ccc(cc4)OC,COc1ccc(cc1)c2c3c([nH+]cnc3[NH2+]CC[O-])oc2c4ccc(cc4)OC
SM24_micro030,COc1ccc(cc1)c2c3c([nH+]cnc3oc2c4ccc(cc4)OC)[NH2+]CC[O-],COc1ccc(cc1)c2c3c([nH+]cnc3oc2c4ccc(cc4)OC)[NH2+]CC[O-]
SM24_micro031,COc1ccc(cc1)c2c3c([nH+]c[nH+]c3oc2c4ccc(cc4)OC)NCC[O-],COc1ccc(cc1)c2c3c([nH+]c[nH+]c3oc2c4ccc(cc4)OC)NCC[O-]
SM24_micro032,COc1ccc(cc1)c2c3c([nH+]cnc3[NH2+]CCO)oc2c4ccc(cc4)OC,COc1ccc(cc1)c2c3c([nH+]cnc3[NH2+]CCO)oc2c4ccc(cc4)OC
SM24_micro033,COc1ccc(cc1)c2c3c([nH+]cnc3oc2c4ccc(cc4)OC)[NH2+]CCO,COc1ccc(cc1)c2c3c([nH+]cnc3oc2c4ccc(cc4)OC)[NH2+]CCO
SM24_micro034,COc1ccc(cc1)c2c3c([nH+]c[nH+]c3oc2c4ccc(cc4)OC)[NH2+]CC[O-],COc1ccc(cc1)c2c3c([nH+]c[nH+]c3oc2c4ccc(cc4)OC)[NH2+]CC[O-]
SM24_micro035,COc1ccc(cc1)c2c3c([nH+]c[nH+]c3oc2c4ccc(cc4)OC)[NH2+]CCO,COc1ccc(cc1)c2c3c([nH+]c[nH+]c3oc2c4ccc(cc4)OC)[NH2+]CCO
