ID,name,category,reassigned_category,type,RMSE,RMSE_lower_bound,RMSE_upper_bound,MAE,MAE_lower_bound,MAE_upper_bound,ME,ME_lower_bound,ME_upper_bound,R2,R2_lower_bound,R2_upper_bound,m,m_lower_bound,m_upper_bound,kendall_tau,kendall_tau_lower_bound,kendall_tau_upper_bound,ES,ES_lower_bound,ES_upper_bound
yd6ub,S+logP,Empirical,Empirical,Standard,0.5078117045448316,0.3218271698796223,0.6484667230545379,0.4054545454545455,0.23090909090909104,0.5800000000000001,0.08545454545454546,-0.1972727272727273,0.38636363636363635,0.6329498837693808,0.1922710019706153,0.8859785082358702,0.9860259019357622,0.44750974301995744,1.427417465329302,0.5272727272727272,0.0,0.8750000000000001,0.728490939546216,0.36294419757188157,1.0833506374849455
7egyc,SMD-Solvation-Trained,Mixed,Mixed,Standard,0.5185293890154418,0.34912878582395523,0.663941399385655,0.44181818181818194,0.28909090909090923,0.6054545454545455,0.2727272727272727,0.016363636363636438,0.5172727272727272,0.5696257212574015,0.2283813532285013,0.8480926684882052,0.5046729145816512,0.3327605023229022,0.7827210985261863,0.45454545454545453,0.06382978723404256,0.8333333333333335,1.4490634993147558,1.4097207802095881,1.4823705303376389
0a7a8,"ML Prediction using MD Feature Vector Trained on logP_octanol_water, with Additional Meta-learner",Mixed,Mixed,Standard,0.5284109970640106,0.34130764581372786,0.6976193283394083,0.42909090909090913,0.24818181818181823,0.63,0.31636363636363635,0.06909090909090909,0.5636363636363636,0.6195061149057849,0.16421341565221925,0.9037597072318153,0.7381251790477819,0.3722946563578786,1.009773537407051,0.45454545454545453,-0.11538461538461539,0.84,1.0061325913313124,0.7415590348436397,1.2579426055899334
7dhtp,LogP-prediction-method-name,Other,Empirical,Standard,0.5351125625001291,0.3233348953414316,0.7101728342773008,0.43636363636363645,0.26,0.6254545454545455,0.05999999999999999,-0.27272727272727276,0.3518181818181818,0.48501169145601186,0.061544361547033716,0.882048588718897,0.7277041330738923,0.24828919187170245,1.1524350339486817,0.5636363636363636,0.04,0.96,0.5022633830308569,0.17293076955023054,0.8260863546382049
qyzjx,EC_RISM_dry_P1w+2o,Physical,Physical (QM),Standard,0.5360376513234528,0.341054514437475,0.7329206827977548,0.45545454545454533,0.30545454545454553,0.629090909090909,-0.15363636363636363,-0.4027272727272727,0.16363636363636355,0.7298691457400172,0.3301804709926493,0.9749937397039835,1.2157837363226098,0.8886517828755572,1.4891029286909503,0.7818181818181819,0.45833333333333337,1.0,1.216717194789374,1.0356742389634124,1.3586666112933816
w6jta,ML Prediction using MD Feature Vector Trained on logP_octanol_water,Mixed,Mixed,Standard,0.5642936050738769,0.3272335835176734,0.7537904218017101,0.4572727272727271,0.2745454545454544,0.6672727272727272,0.3227272727272727,0.059999999999999915,0.6036363636363635,0.5331598591570035,0.10529074429249788,0.8742059168343919,0.6239698939293036,0.3464703600089851,0.8263458833084364,0.5137830903923016,0.0,0.8823529411764705,1.1156055760898158,0.8576491271785928,1.3413347730387477
ji2zm,SM8-Solvation-Trained,Mixed,Mixed,Standard,0.5981334603277403,0.4355247618469221,0.7411968208733273,0.5327272727272727,0.3845454545454547,0.6918181818181819,0.4527272727272727,0.2218181818181817,0.6645454545454546,0.6560608975335821,0.31247945751295036,0.8956280356960739,0.6562598825074502,0.4218366669947469,0.9552623384711193,0.5137830903923016,0.12,0.823687767580373,1.429433669726041,1.3861871340171936,1.4680842227667266
5krdi,ZINC15 versus PM3,Mixed,Mixed,Standard,0.601430113827186,0.39140771581561856,0.8179019723436524,0.5081818181818182,0.33272727272727265,0.7072727272727272,-0.30090909090909096,-0.6018181818181818,-0.009090909090909139,0.6346203624468356,0.24925306117478885,0.916695807736463,1.0289304011042364,0.5846551871453484,1.5104226429527636,0.6000000000000001,0.1764705882352941,0.9583333333333335,0.36873070587095264,0.09034151473621553,0.6433545136149066
gnxuu,ML Prediction using MD Feature Vector Trained on logP_octanol_water,Mixed,Mixed,Standard,0.610618166659448,0.3666432499409648,0.7939315289918096,0.5054545454545454,0.2990909090909091,0.7054545454545454,0.40181818181818174,0.11181818181818161,0.6654545454545455,0.5269985278626305,0.12419229149095255,0.9370977902582489,0.5656068278127708,0.34076900921658987,0.7815612418329141,0.5137830903923016,0.060609152673132646,0.88,1.0960034331436799,0.8773066434098871,1.3081384885861818
tc4xa,NHLBI-NN-5HL,Empirical,Empirical,Standard,0.6227650950690505,0.4049691346263318,0.8101346689397891,0.5145454545454545,0.31272727272727274,0.7300000000000001,0.17090909090909087,-0.1972727272727273,0.5354545454545453,0.6588729890477372,0.16226189331219537,0.9001470106079837,1.2130398871952464,0.4900392184083575,1.6605977433862733,0.4909090909090909,-0.02127659574468085,0.8695652173913043,1.1017068815150133,0.8568185279012142,1.3134820106039844
6cdyo,SM12-Solvation,Physical,Physical (QM),Standard,0.6464307598441825,0.4197943219331018,0.8427875824256721,0.5363636363636363,0.3327272727272727,0.7636363636363636,-0.24363636363636362,-0.629090909090909,0.1245454545454545,0.5174527633076107,0.2265796546484597,0.8319063305917965,0.9271791742781346,0.45112715313215423,1.7090128331688053,0.5272727272727272,0.20833333333333337,0.8775510204081634,0.7819815330093997,0.44135276935642404,1.1120893724822463
dbmg3,GC-LSER,Empirical,Empirical,Standard,0.6967522058548766,0.4738430887195389,0.8957272312078455,0.5990909090909091,0.3890909090909091,0.8145454545454545,0.42454545454545445,0.08363636363636352,0.7527272727272727,0.47184960288899813,0.02438674296045865,0.7916626741125514,0.7456479762484977,0.061933120881339405,1.3563718070564492,0.38181818181818183,-0.2653061224489796,0.8039215686274509,1.4311779282085362,1.3834184697592649,1.4710743801652895
kxsp3,PLS2 from NIST data and QM-generated QSAR Descriptors,Mixed,Mixed,Standard,0.738998093243942,0.5022675853295007,0.9425449109145457,0.6227272727272728,0.3963636363636363,0.8654545454545456,0.4772727272727272,0.14090909090909087,0.820909090909091,0.36472135250993043,0.01885383803585859,0.7617250097029354,0.536858729904793,0.04407131788226088,1.1436132586777188,0.34545454545454546,-0.19999999999999998,0.8333333333333335,0.7059263258440966,0.3891911347370462,1.0502097263175383
nh6c0,Molecular-Dynamics-Expanded-Ensembles,Physical,Physical (MM),Standard,0.744983221287567,0.5351465389795753,0.9301808230856856,0.6709090909090908,0.46272727272727265,0.8672727272727273,0.0872727272727273,-0.3518181818181817,0.5509090909090909,0.6172790173190925,0.1842647119329554,0.8887375763682291,1.3413664554677935,0.5052396255414282,1.9583019990865012,0.4909090909090909,0.061224489795918366,0.8823529411764705,0.7426111272616527,0.5256309093677756,0.9769785566953224
kivfu,LogP-prediction-method-IEFPCM/MST,Physical,Physical (QM),Standard,0.7790145289810946,0.31118541681184814,1.0850178046297843,0.5627272727272727,0.2509090909090909,0.9063636363636364,-0.031818181818181884,-0.5190909090909092,0.42818181818181816,0.4071199523060648,0.018507739997129558,0.8846226979755356,0.967313781005495,0.26427468158914263,1.414508988153862,0.45454545454545453,0.0,0.84,1.0689812699862953,0.7316195301576757,1.34590306906433
ujsgv,Alchemical-CGenFF,Physical,Physical (MM),Standard,0.8211023632343842,0.5572823668156354,1.054005347580017,0.6699999999999999,0.39272727272727276,0.9645454545454545,-0.31,-0.7418181818181818,0.1281818181818182,0.3349928379578672,0.007508570372628339,0.8109399964828026,0.7966631074137873,0.020650361135595298,1.4617017033589317,0.34545454545454546,-0.10204081632653061,0.7647058823529411,1.268795769481014,1.1327436078463946,1.3931918545897535
wu52s,LogP-PLS-ECFC4_CSsep-Bayer,Empirical,Empirical,Standard,0.8282895848455637,0.5766754247014046,1.0518468606131872,0.7227272727272727,0.49090909090909085,0.9654545454545453,0.6972727272727273,0.42909090909090913,0.9527272727272728,0.5504105575886316,0.10617891971608218,0.9870223193067533,0.537452145410982,0.24600990643918544,0.8528872506116916,0.5636363636363636,-0.04,1.0,0.42496227694948585,0.17772055871644726,0.727051234132093
g6dwz,NHLBI-NN-3HL,Empirical,Empirical,Standard,0.8473756277740437,0.5607624679439107,1.0872525841855616,0.7154545454545455,0.45,1.0072727272727275,0.3463636363636363,-0.13818181818181816,0.8363636363636363,0.5158471085901744,0.05828284055328193,0.840344357051201,1.1826957062016568,0.39303740579409496,1.7166967005948246,0.45454545454545453,-0.11627906976744187,0.84,0.8431690131096253,0.521810152691834,1.1622021955507569
5mahv,ML Prediction using MD Feature Vector Trained on Hydration Free Energy,Mixed,Mixed,Standard,0.8491867767565519,0.4338202392696773,1.1767057251651167,0.6245454545454546,0.3172727272727273,0.9800000000000001,-0.015454545454545549,-0.5563636363636367,0.5045454545454544,0.3359726591129852,0.04597398470371049,0.7869819080472653,0.903476038291112,0.3298131349968666,1.422621723475857,0.23636363636363636,-0.36,0.72,1.0719714273848584,0.7714329221866912,1.3368772235834825
bqeuh,ISIDA-LSER,Empirical,Empirical,Standard,0.8661776009362262,0.5011804247791589,1.1727047214181257,0.6572727272727273,0.31818181818181823,1.0,0.24818181818181823,-0.2654545454545454,0.7627272727272726,0.0059105832748732046,4.8253097653401885e-05,0.5659827581062655,-0.05141694229173714,-0.40064986369606076,0.4603576204084843,0.018181818181818184,-0.5199999999999999,0.5510204081632654,1.3250550272021266,1.1844622561845042,1.4461010285587723
d7vth,UFZ-LSER,Empirical,Empirical,Standard,0.8674937778136824,0.6111167125546774,1.1059549555186974,0.7781818181818181,0.5581818181818181,1.0127272727272727,-0.6527272727272727,-0.968181818181818,-0.3063636363636363,0.6282526344966336,0.18723478578109917,0.9459726351985293,1.1059032751327278,0.7256905226409281,1.3972227328175395,0.4909090909090909,0.0,0.8750000000000001,0.7736201669504548,0.5359580270498498,1.023021443304678
2mi5w,Alchemical-CGenFF,Physical,Physical (MM),Standard,0.9461404854363955,0.6357672530100932,1.2580901832106113,0.8127272727272726,0.5372727272727275,1.133636363636364,-0.3000000000000001,-0.8527272727272727,0.2472727272727272,0.1815586957077438,0.0020851135875864777,0.641159762728245,0.6063608933600712,-0.18041261902471897,1.1970446277847788,0.23636363636363636,-0.20833333333333337,0.7021276595744682,1.208245082160112,1.0393565624264576,1.3539875686974823
kuddg,LogP-Pred-MTNN-GraphConv-Bayer,Empirical,Empirical,Standard,0.9663709056427181,0.7194884546423495,1.1811281202154305,0.8872727272727271,0.6745454545454543,1.1036363636363637,0.8872727272727271,0.6745454545454543,1.1036363636363637,0.6723671671142256,0.2718591698153476,0.9557021426874911,0.7124687945294157,0.4390563564875491,1.0689830287772903,0.5272727272727272,-0.019607843137254898,0.96,0.169802178938771,0.03654636820465967,0.3538076055207166
qz8d5,SMD-Solvation,Physical,Physical (QM),Standard,0.9716527625181183,0.6960929927426754,1.2093311449647768,0.8436363636363636,0.5554545454545455,1.1418181818181816,0.7727272727272727,0.4163636363636364,1.1345454545454545,0.5271215989749969,0.17108106317174185,0.8509610819339919,0.9301722951228312,0.5117875966133468,1.518500882883956,0.4770842982214229,0.045454545454545456,0.8201640492164056,1.3970679845508538,1.33970126112657,1.4519982834281604
y0xxd,FS-GM (Fast switching Growth Method),Physical,Physical (MM),Standard,1.0410003929787048,0.3976522007071917,1.4929866345379958,0.7190909090909091,0.3072727272727272,1.19,0.3663636363636364,-0.1845454545454544,0.9845454545454544,0.33111611241205097,0.002842147095849071,0.9255035975114257,1.0283667493851916,-0.26267547481420306,1.99582686719788,0.41818181818181815,-0.16,0.88,1.3129282777523987,1.131996068496754,1.4660907845010178
2ggir,FS-AGM (Fast switching Annihilation/Growth Method),Physical,Physical (MM),Standard,1.0424097955306164,0.8231370149947974,1.250167261536704,0.9763636363636362,0.7509090909090911,1.2109090909090907,-0.3563636363636364,-0.8781818181818184,0.2445454545454545,0.30671947007428463,0.002426782187647207,0.9264198798380409,0.9774446300547283,-0.24489341629654723,1.9062902224878189,0.4909090909090909,-0.02040816326530612,0.9183673469387755,0.8275814333374863,0.643105333831693,1.0326840815648493
dyxbt,B3PW91-TZ SMD set1,Physical,Physical (QM),Standard,1.0651504375183134,0.782536667743842,1.3442571453138246,0.9581818181818181,0.6863636363636364,1.2354545454545456,0.9581818181818181,0.6863636363636364,1.2354545454545456,0.5464040035728037,0.07129424380960325,0.913609906302023,0.6818399973212591,0.20110852721845196,1.1733200746061025,0.5636363636363636,0.08333333333333334,0.9199999999999999,-0.0,-0.0,-0.0
mm0jf,LogP-prediction-SMD-HuangLab,Physical,Physical (QM),Standard,1.0892282505600843,0.9136739024400335,1.2378133212168214,1.0309090909090908,0.8127272727272725,1.2227272727272727,1.0309090909090908,0.8127272727272725,1.2227272727272727,0.7513504653354802,0.4221677550988325,0.979253123050184,0.6020674670645092,0.392677042433417,0.8301959672561041,0.7454545454545454,0.38775510204081637,1.0,1.0940930548057093,0.9827927516369729,1.217381674211277
h83sb,Linear Regression with B3LYP/6-31G+,Mixed,Mixed,Standard,1.1170334087947578,0.6030603768958944,1.6016213376110187,0.8690909090909091,0.5027272727272727,1.3472727272727272,-0.20909090909090908,-0.9163636363636362,0.4,0.00021151712378110295,7.587073022970798e-05,0.5585702836596251,-0.01880885323848605,-1.0538117050950688,0.8636622805063832,-0.16363636363636364,-0.6470588235294117,0.42857142857142855,0.3262870827969047,0.05318604039481154,0.5566122624139984
3wvyh,Alchemical-CGenFF,Physical,Physical (MM),Standard,1.1323386900971408,0.48701316017312923,1.7602117641197195,0.7663636363636364,0.35090909090909084,1.3654545454545455,0.26454545454545453,-0.3390909090909091,1.0145454545454546,0.3657793891641701,0.0575527819178534,0.932751524888031,1.241027148294349,0.4346018548129199,2.309107316395947,0.5504818825631803,0.1263788195613404,0.9565217391304348,1.2257153536276426,0.9446405581627146,1.4172238603485752
f3dpg,PLS from NIST data and QM-generated QSAR Descriptors,Mixed,Mixed,Standard,1.1732084988688847,0.7391026500241542,1.5396693859987665,0.9218181818181818,0.4990909090909091,1.3645454545454547,-0.8509090909090908,-1.3,-0.3618181818181819,0.1097824426022623,0.0013241495874115078,0.4664104218002275,0.3617267461111752,-0.13928169190339126,0.8367285105776258,0.14679516868351475,-0.27999999999999997,0.5678982291363612,0.634439414704376,0.25360964602627467,1.0219970375292442
25s67,FS-AGM (Fast switching Annihilation/Growth Method),Physical,Physical (MM),Standard,1.211321592311472,0.8479869209969093,1.519099613706631,1.0572727272727271,0.7190909090909091,1.420909090909091,-0.9736363636363637,-1.41,-0.5263636363636363,0.6261426146450121,0.13667931974542447,0.897690762287055,1.3317248486697444,0.38777202423257845,2.39822929523468,0.45454545454545453,-0.12500000000000003,0.8775510204081634,0.7923363373340534,0.5307806248875231,1.0513725653058683
zdj0j,Solvation-B3LYP,Physical,Physical (QM),Standard,1.2147801896190558,0.9852272465135784,1.4149108548854685,1.1327272727272726,0.8609090909090908,1.3790909090909091,1.1327272727272726,0.8609090909090908,1.3790909090909091,0.6397811535346889,0.19507303606840395,0.939027251722151,0.8564046089224392,0.37062232633399084,1.3093359588951774,0.6363636363636364,0.1372549019607843,0.9999999999999999,0.07671968658720603,-0.0,0.32130348713263296
7gg6s,MLR from NIST data and QM-generated QSAR Descriptors,Mixed,Mixed,Standard,1.2656906127773593,0.7687120278870246,1.6124938336739039,1.0045454545454546,0.5018181818181818,1.460909090909091,-1.0045454545454546,-1.450909090909091,-0.4981818181818183,0.10143142429272857,0.0014298950074933205,0.4498205656125342,0.31170126086843286,-0.1859932659932657,0.7468700386397084,0.16363636363636364,-0.3333333333333333,0.5416666666666667,0.5969517006520205,0.2248985976715534,0.9780306491133355
hwf2k,Extended solvent-contact model approach,Empirical,Empirical,Standard,1.2763548950749624,0.5940462179754276,1.929126038579976,0.9336363636363636,0.5036363636363638,1.529090909090909,-0.09363636363636364,-0.9345454545454545,0.5918181818181817,0.1159915708036296,0.0005861028647552105,0.867151566770195,0.6821190328257366,-0.7366756522875983,1.6778347008833254,0.3090909090909091,-0.32,0.7999999999999999,0.48360258593241695,0.2361116879161649,0.7882110275897394
pcv32,Solvation- WB97X-D,Physical,Physical (QM),Standard,1.2840029736584089,1.0156905398433484,1.5580815709770082,1.1699999999999997,0.8509090909090908,1.4854545454545454,1.1699999999999997,0.8509090909090908,1.4854545454545454,0.4981082060411082,0.14513266725328341,0.8861189924289534,0.7504380857420299,0.23593262869743753,1.384870218579235,0.4403855060505442,-0.06001200360120042,0.8333333333333335,0.28406495286349104,0.016252059194041837,0.5109846754433325
v2q0t,InterX_GAFF_WET_OCTANOL,Physical,Physical (MM),Standard,1.3051750143876562,0.9487551652751957,1.697345521154081,1.1645454545454546,0.8300000000000001,1.5509090909090908,-1.1536363636363636,-1.543636363636364,-0.7972727272727274,0.6977353925920066,0.2164686432579816,0.98019369816309,1.3095229236968111,0.9118586094463851,1.5764920311970159,0.6363636363636364,0.13636363636363638,0.9999999999999999,1.3447956033611586,1.249359746390354,1.4186081924775393
rdsnw,EC_RISM_wet_P1w+1o,Physical,Physical (QM),Standard,1.3150734511114508,0.8980180196612779,1.6925961769370204,1.1509090909090907,0.8163636363636364,1.526363636363636,1.1509090909090907,0.8163636363636364,1.526363636363636,0.7774247325353058,0.37983571040743297,0.9652208014380051,1.5091132995762375,1.1392173255304752,1.7862729832248483,0.7454545454545454,0.36,1.0,0.9834849177014551,0.729266165538436,1.202264767362986
ggm6n,FS-GM (Fast switching Growth Method),Physical,Physical (MM),Standard,1.3225113850687122,0.9388919968868529,1.6502341431665772,1.1636363636363638,0.7727272727272729,1.5563636363636364,-1.1509090909090909,-1.5490909090909093,-0.7372727272727275,0.532587015344206,0.11449861588761384,0.8397172434447778,1.0423743317099667,0.4347470559442576,1.6665886033440562,0.5272727272727272,0.061224489795918366,0.8431372549019607,1.1742458850727469,1.013691044755458,1.317496573777981
jjd0b,MD/S-MBIS-GAFF-TIP3P/MBAR/,Physical,Physical (MM),Standard,1.3505285160733456,0.9111181941089552,1.7019507524121738,1.1345454545454545,0.7154545454545456,1.5272727272727273,-1.0945454545454545,-1.5163636363636366,-0.6209090909090909,0.6626662961826788,0.16301214249890095,0.9050658582235592,1.5053053950584674,0.7518188128229519,2.103911220534822,0.5272727272727272,-0.019607843137254898,0.9148936170212767,0.7548209366391184,0.4623392444315241,1.051621745089082
2tzb0,EC_RISM_dry_P1w+1o,Physical,Physical (QM),Standard,1.3803490994540608,0.9165548141124605,1.782036628538972,1.2090909090909092,0.8263636363636363,1.6181818181818182,1.2090909090909092,0.8263636363636363,1.6181818181818182,0.7896809701679401,0.40290709053340223,0.9734877490659499,1.5784536224389187,1.1646707989718326,1.8656287432544243,0.7454545454545454,0.3725490196078431,1.0,0.9972451790633611,0.7611611777897755,1.2131179312540668
cr3hs,PLS3 from NIST data and QM-generated QSAR Descriptors subset,Mixed,Mixed,Standard,1.3862736185380378,0.5675865973175771,2.10093269330985,0.9609090909090909,0.4518181818181819,1.5963636363636367,0.8045454545454546,0.20727272727272716,1.5372727272727273,0.40342003756966394,0.010553377314974199,0.7634039482006042,1.3608152301298817,-0.1524172349422833,2.6554641561805554,0.34545454545454546,-0.29411764705882354,0.836734693877551,0.6531832717305537,0.33827539903373616,1.0150200035992638
arw58,DLPNO-CCSD(T)/cc-pVTZ//B3LYP-D3/cc-pVTZ,Other,Physical (QM),Standard,1.4057835084846002,0.7896201618499872,1.9208804799314865,1.0936363636363637,0.5727272727272729,1.6781818181818182,1.01,0.43909090909090903,1.6436363636363638,0.08742942169404108,0.00020388121666677385,0.559179782873703,-0.24177310320965234,-0.7672824405374301,0.30552684410344083,-0.2,-0.6279069767441862,0.38775510204081637,-0.0,-0.0,-0.0
ahmtf,B3PW91-TZ SMD kcl-wet-oct,Physical,Physical (QM),Standard,1.4129820175140877,1.1388071909598296,1.6761291987520208,1.3336363636363637,1.0581818181818183,1.6027272727272726,1.3336363636363637,1.0581818181818183,1.6027272727272726,0.5498536749114745,0.12260813640112463,0.8979407431627808,0.6988872064081433,0.26541613221248117,1.1770521126844824,0.5636363636363636,0.14285714285714285,0.9199999999999999,-0.0,-0.0,-0.0
o7djk,B3PW91-TZ SMD wetoct,Physical,Physical (QM),Standard,1.4170969043659776,1.1274024852005444,1.7115835304822788,1.3381818181818181,1.0699999999999996,1.6318181818181818,1.3381818181818181,1.0699999999999996,1.6318181818181818,0.5503101150842721,0.07234728940174073,0.8777331542481521,0.6981691550432875,0.18051717183788696,1.1609353814564143,0.5636363636363636,0.10204081632653061,0.9183673469387755,-0.0,-0.0,-0.0
fmf7r,dice,Mixed,Mixed,Standard,1.437820320042554,1.0042319543720057,1.7839843048636947,1.2509090909090907,0.8045454545454546,1.7009090909090907,0.2636363636363636,-0.6281818181818182,1.109090909090909,0.048889842004000844,0.0001367966336265294,0.5940907997189578,0.4652451977989681,-0.937200421594538,2.127104019035168,0.09834215720608248,-0.4969293465978881,0.639481172680452,0.31609839832772685,0.05050043606462064,0.6763846782119968
4p2ph,DLPNO-Solv-ccCA,Other,Physical (QM),Standard,1.4398674181389695,0.8296439543015369,1.9383662286481458,1.12,0.6218181818181818,1.6936363636363638,1.041818181818182,0.46545454545454557,1.6300000000000003,0.09497542577268811,0.0006029031081575417,0.5338729289884412,-0.2588928615277007,-0.7972174581583772,0.23751278554381192,-0.2568915451961508,-0.6882118297909444,0.23425474049997796,-0.0,-0.0,-0.0
6fyg5,Solvation-M062X,Physical,Physical (QM),Standard,1.4972702434157243,1.2601839692535515,1.704339381482669,1.4381818181818182,1.1781818181818182,1.6763636363636365,1.4381818181818182,1.1781818181818182,1.6763636363636365,0.6911231476944755,0.2958328892727313,0.9613488188073626,0.9285166844629309,0.5139162838723342,1.5252023853149879,0.7090909090909091,0.30612244897959184,1.0,0.04557221368550743,0.0027409776153494753,0.1799908634079489
sqosi,MD-AMBER-dryoct,Physical,Physical (MM),Standard,1.6921234642252965,1.1108678016430547,2.2019227135309807,1.4172727272727272,0.8518181818181817,2.0027272727272734,-1.4027272727272726,-1.979090909090909,-0.8063636363636365,0.5147951611670918,0.034857877700075264,0.8677862610196809,1.4025087152089233,0.35560103954863165,2.0086515077013045,0.45454545454545453,-0.08,0.84,0.7209601727646497,0.42836773398673816,1.0342345335492893
rs4ns,BLYP/cc-pVTZ//B3LYP-D3/cc-pVTZ,Other,Physical (QM),Standard,1.7137412555310356,1.1239904561225356,2.2437549696070564,1.4381818181818182,0.9154545454545455,1.9990909090909093,1.4381818181818182,0.9154545454545455,1.9990909090909093,0.06437344334299208,0.00019769293460279562,0.4778958810787081,-0.19179040341093,-0.6748710468631589,0.3025270512552658,-0.22438727760202973,-0.7001400420140048,0.37777777777777777,0.07209601727646499,-0.0,0.2582333153370157
c7t5j,PBE/cc-pVTZ//B3LYP-D3/cc-pVTZ,Other,Physical (QM),Standard,1.7330267794185459,1.1109373601521455,2.265062712356788,1.4654545454545451,0.93,2.0518181818181818,1.4654545454545451,0.93,2.0518181818181818,0.054262912424809025,0.00046994123846797955,0.47602551945531557,-0.17641368687751827,-0.6724166490979732,0.36487146651489283,-0.16363636363636364,-0.6326530612244898,0.38775510204081637,-0.0,-0.0,0.04283123607015796
