ID,name,category,type,RMSE,RMSE_lower_bound,RMSE_upper_bound,MAE,MAE_lower_bound,MAE_upper_bound,ME,ME_lower_bound,ME_upper_bound,R2,R2_lower_bound,R2_upper_bound,m,m_lower_bound,m_upper_bound,kendall_tau,kendall_tau_lower_bound,kendall_tau_upper_bound,ES,ES_lower_bound,ES_upper_bound
0a7a8,"ML Prediction using MD Feature Vector Trained on logP_octanol_water, with Additional Meta-learner",Mixed,Standard,0.5284109970640106,0.34194630094105816,0.6842049134845231,0.42909090909090913,0.25363636363636366,0.6127272727272728,0.31636363636363635,0.05999999999999997,0.5618181818181818,0.6195061149057849,0.11955840765059296,0.903354504958906,0.7381251790477819,0.32500828959140143,1.0153617844589187,0.45454545454545453,-0.14893617021276598,0.84,1.0061325913313124,0.7439677727480379,1.269377188975179
7dhtp,LogP-prediction-method-name,Other,Standard,0.5351125625001291,0.3369380844120663,0.7048726512962853,0.43636363636363645,0.2636363636363636,0.6263636363636363,0.05999999999999999,-0.2809090909090909,0.36181818181818176,0.48501169145601186,0.06573180407471264,0.8806027057617499,0.7277041330738923,0.27581875338194733,1.1511555775030715,0.5636363636363636,0.0588235294117647,0.9591836734693878,0.5022633830308569,0.18012929662084531,0.8711602087572852
qyzjx,EC_RISM_dry_P1w+2o,Physical,Standard,0.5360376513234528,0.3440798004691775,0.7417301641187556,0.45545454545454533,0.309090909090909,0.6363636363636362,-0.15363636363636363,-0.41272727272727266,0.19454545454545452,0.7298691457400172,0.3138368112540413,0.9717455778093821,1.2157837363226098,0.891237964367849,1.49236887675736,0.7818181818181819,0.4509803921568627,1.0,1.216717194789374,1.0329055747054836,1.3630134141783299
w6jta,ML Prediction using MD Feature Vector Trained on logP_octanol_water,Mixed,Standard,0.5642936050738769,0.32646870934565553,0.7523055472104644,0.4572727272727271,0.27272727272727265,0.657272727272727,0.3227272727272727,0.053636363636363565,0.5936363636363634,0.5331598591570035,0.11802302216162294,0.8916238843104789,0.6239698939293036,0.35094220253965386,0.8478814540402868,0.5137830903923016,0.020004001200400138,0.88,1.1156055760898158,0.8534684441491204,1.3421653723161264
ji2zm,SM8-Solvation-Trained,Mixed,Standard,0.5981334603277403,0.42406045881132653,0.7426916648858456,0.5327272727272727,0.3745454545454546,0.6963636363636364,0.4527272727272727,0.21090909090909085,0.6718181818181819,0.6560608975335821,0.3081495177257923,0.8978593826056949,0.6562598825074502,0.42805915871867817,0.9642879851756304,0.5137830903923016,0.10638297872340426,0.84,1.429433669726041,1.3904231903318245,1.468610268975733
5krdi,ZINC15 versus PM3,Mixed,Standard,0.601430113827186,0.3916399088216346,0.8087925905604322,0.5081818181818182,0.3309090909090908,0.7063636363636365,-0.30090909090909096,-0.6054545454545455,0.009090909090908999,0.6346203624468356,0.2405340107908837,0.9104084407009915,1.0289304011042364,0.5846140328455491,1.5085899144215085,0.6000000000000001,0.14893617021276598,0.9215686274509803,0.36873070587095264,0.08621620499190168,0.6613231446488643
gnxuu,ML Prediction using MD Feature Vector Trained on logP_octanol_water,Mixed,Standard,0.610618166659448,0.39094291608413057,0.8001761169778927,0.5054545454545454,0.3136363636363636,0.7136363636363636,0.40181818181818174,0.13454545454545438,0.6727272727272727,0.5269985278626305,0.12175130620737505,0.9149466419142399,0.5656068278127708,0.333828584993239,0.7791239515377449,0.5137830903923016,0.042562826537937436,0.8750000000000001,1.0960034331436799,0.8718523748217675,1.3282113044561654
tc4xa,NHLBI-NN-5HL,Empirical,Standard,0.6227650950690505,0.4068616025583682,0.8019464956081434,0.5145454545454545,0.31181818181818177,0.7263636363636364,0.17090909090909087,-0.1827272727272727,0.5199999999999999,0.6588729890477372,0.14889338156037796,0.9039845696765441,1.2130398871952464,0.49988738062346066,1.6505346677033954,0.4909090909090909,-0.02040816326530612,0.8604651162790699,1.1017068815150133,0.864017054971829,1.3054805708985702
6cdyo,SM12-Solvation,Physical,Standard,0.6464307598441825,0.4186775717552935,0.8330393420808802,0.5363636363636363,0.32818181818181813,0.7527272727272728,-0.24363636363636362,-0.608181818181818,0.10363636363636365,0.5174527633076107,0.19882266428563738,0.8176221574358997,0.9271791742781346,0.4740647898187425,1.662198544698545,0.5272727272727272,0.16666666666666669,0.8636363636363636,0.7819815330093997,0.47266636211359836,1.0952282071514599
dbmg3,GC-LSER,Empirical,Standard,0.6967522058548766,0.47679803233273055,0.8946609312014144,0.5990909090909091,0.3972727272727274,0.8163636363636364,0.42454545454545445,0.09090909090909079,0.7472727272727272,0.47184960288899813,0.033032821342861264,0.8021343994234339,0.7456479762484977,0.13314074527379285,1.2889315661951075,0.38181818181818183,-0.16666666666666669,0.7959183673469388,1.4311779282085362,1.3794315932278476,1.4720987859407233
kxsp3,PLS2 from NIST data and QM-generated QSAR Descriptors,Mixed,Standard,0.738998093243942,0.4923875044570633,0.9382430388763883,0.6227272727272728,0.39272727272727276,0.8600000000000001,0.4772727272727272,0.13363636363636366,0.8063636363636362,0.36472135250993043,0.015323353334500613,0.7570621189782301,0.536858729904793,0.03702228205621351,1.1435650269397082,0.34545454545454546,-0.20833333333333337,0.7999999999999999,0.7059263258440966,0.3641347232027909,1.0159336628043802
nh6c0,Molecular-Dynamics-Expanded-Ensembles,Physical,Standard,0.744983221287567,0.5542972618960467,0.9256643805691916,0.6709090909090908,0.48090909090909073,0.8609090909090908,0.0872727272727273,-0.33727272727272717,0.5245454545454545,0.6172790173190925,0.15712738041537638,0.8757377211219686,1.3413664554677935,0.5149415065323028,1.9092627325908054,0.4909090909090909,0.02040816326530612,0.8723404255319149,0.7426111272616527,0.5014327837534782,0.9880255270844583
kivfu,LogP-prediction-method-IEFPCM/MST,Physical,Standard,0.7790145289810946,0.3410944950383318,1.0814342328593083,0.5627272727272727,0.26545454545454544,0.9,-0.031818181818181884,-0.5181818181818183,0.4081818181818182,0.4071199523060648,0.02714753606941949,0.8834774657891932,0.967313781005495,0.23571515718410707,1.4233424413093183,0.45454545454545453,-0.02040816326530612,0.8333333333333335,1.0689812699862953,0.7243102565167435,1.3709041073134267
ujsgv,Alchemical-CGenFF,Physical,Standard,0.8211023632343842,0.550677268956559,1.0612000068533052,0.6699999999999999,0.38636363636363635,0.9536363636363635,-0.31,-0.7490909090909091,0.15363636363636365,0.3349928379578672,0.006962097761174533,0.7961724448366199,0.7966631074137873,0.0009116424794935374,1.4547821622414554,0.34545454545454546,-0.13636363636363638,0.76,1.268795769481014,1.124105375361657,1.3929703614491191
wu52s,LogP-PLS-ECFC4_CSsep-Bayer,Empirical,Standard,0.8282895848455637,0.5793256267576825,1.0495626794917101,0.7227272727272727,0.489090909090909,0.9663636363636364,0.6972727272727273,0.43000000000000005,0.9599999999999999,0.5504105575886316,0.10148506011249407,0.9846584125772583,0.537452145410982,0.2183358356966763,0.8666551868508837,0.5636363636363636,-0.08,1.0,0.42496227694948585,0.17373368218502985,0.7350249871949278
g6dwz,NHLBI-NN-3HL,Empirical,Standard,0.8473756277740437,0.571226750073909,1.0724525842453574,0.7154545454545455,0.4572727272727272,0.9854545454545455,0.3463636363636363,-0.11272727272727283,0.7963636363636365,0.5158471085901744,0.0781141493604506,0.8493254528409875,1.1826957062016568,0.47961277366686295,1.7034999517429559,0.45454545454545453,-0.06382978723404256,0.84,0.8431690131096253,0.5284272602682837,1.1665489984357051
5mahv,ML Prediction using MD Feature Vector Trained on Hydration Free Energy,Mixed,Standard,0.8491867767565519,0.42707248692804967,1.1866109111859096,0.6245454545454546,0.3154545454545455,0.9954545454545453,-0.015454545454545549,-0.5354545454545455,0.4727272727272727,0.3359726591129852,0.031195773771782075,0.7816058273592257,0.903476038291112,0.2674720673913591,1.3687319645258278,0.23636363636363636,-0.33333333333333337,0.72,1.0719714273848584,0.7837811647770534,1.352437116713042
bqeuh,ISIDA-LSER,Empirical,Standard,0.8661776009362262,0.49666158223958423,1.1682543309648725,0.6572727272727273,0.3354545454545454,1.000909090909091,0.24818181818181823,-0.2381818181818181,0.739090909090909,0.0059105832748732046,8.404787231946772e-05,0.526467194356448,-0.05141694229173714,-0.42185699928916365,0.4720370386593197,0.018181818181818184,-0.5416666666666667,0.5918367346938777,1.3250550272021266,1.1936542215208275,1.444467516646594
d7vth,UFZ-LSER,Empirical,Standard,0.8674937778136824,0.6136626257006518,1.1031525073830246,0.7781818181818181,0.5563636363636365,1.0145454545454544,-0.6527272727272727,-0.9772727272727273,-0.2836363636363635,0.6282526344966336,0.21292648514942822,0.9414233570378145,1.1059032751327278,0.7217890429643099,1.3787325756195332,0.4909090909090909,0.019607843137254898,0.8750000000000001,0.7736201669504548,0.5400556501515845,1.0184808339216747
2mi5w,Alchemical-CGenFF,Physical,Standard,0.9461404854363955,0.64,1.2354020324648094,0.8127272727272726,0.5427272727272725,1.1145454545454543,-0.3000000000000001,-0.8209090909090908,0.2472727272727271,0.1815586957077438,0.00257806600538687,0.6403402839902802,0.6063608933600712,-0.11855358746224814,1.244168204847739,0.23636363636363636,-0.19999999999999998,0.7142857142857143,1.208245082160112,1.0309121364397749,1.3565070531721972
kuddg,LogP-Pred-MTNN-GraphConv-Bayer,Empirical,Standard,0.9663709056427181,0.7258599915085052,1.1910041599805221,0.8872727272727271,0.6699999999999998,1.1227272727272728,0.8872727272727271,0.6699999999999998,1.1227272727272728,0.6723671671142256,0.27724453176074765,0.9465126196376439,0.7124687945294157,0.43700947915604943,1.050418199486361,0.5272727272727272,-0.04,0.9565217391304348,0.169802178938771,0.029901573985630637,0.33750017304151614
qz8d5,SMD-Solvation,Physical,Standard,0.9716527625181183,0.7031487622247383,1.1919121383116063,0.8436363636363636,0.5536363636363636,1.1245454545454543,0.7727272727272727,0.41363636363636364,1.1054545454545452,0.5271215989749969,0.16706794781871934,0.8413914183434961,0.9301722951228312,0.4919993699561748,1.5666611945045816,0.4770842982214229,0.061224489795918366,0.8297872340425532,1.3970679845508538,1.3375693896479646,1.4509461910101478
y0xxd,FS-GM (Fast switching Growth Method),Physical,Standard,1.0410003929787048,0.4013499946204287,1.4892249356933656,0.7190909090909091,0.30545454545454537,1.2,0.3663636363636364,-0.1599999999999999,0.9636363636363636,0.33111611241205097,0.002450995064224781,0.9271100055072268,1.0283667493851916,-0.18157498494278224,1.9925292182797953,0.41818181818181815,-0.14285714285714285,0.9148936170212767,1.3129282777523987,1.123164029513961,1.4715450530891376
2ggir,FS-AGM (Fast switching Annihilation/Growth Method),Physical,Standard,1.0424097955306164,0.8353877706028066,1.2376664259073127,0.9763636363636362,0.7572727272727271,1.1854545454545453,-0.3563636363636364,-0.8918181818181817,0.25090909090909086,0.30671947007428463,0.0017564994887427135,0.9241158456322524,0.9774446300547283,-0.2965142185854328,1.8712106537530273,0.4909090909090909,-0.019607843137254898,0.9183673469387755,0.8275814333374863,0.645320265238036,1.0099256613646748
dyxbt,B3PW91-TZ SMD set1,Physical,Standard,1.0651504375183134,0.7816648898345121,1.3502390360767438,0.9581818181818181,0.6909090909090909,1.2472727272727273,0.9581818181818181,0.6909090909090909,1.2472727272727273,0.5464040035728037,0.08648662802757752,0.8974810798806969,0.6818399973212591,0.20024813441935332,1.1541546973950514,0.5636363636363636,0.10204081632653061,0.9183673469387755,-0.0,-0.0,-0.0
mm0jf,LogP-prediction-SMD-HuangLab,Physical,Standard,1.0892282505600843,0.9034630344100717,1.2349420302920366,1.0309090909090908,0.8009090909090908,1.2181818181818183,1.0309090909090908,0.8009090909090908,1.2181818181818183,0.7513504653354802,0.43790174438350565,0.9808413883081872,0.6020674670645092,0.388481750409831,0.8239375204397865,0.7454545454545454,0.3725490196078431,1.0,1.0940930548057093,0.9842324570510959,1.212564198402481
h83sb,Linear Regression with B3LYP/6-31G+,Mixed,Standard,1.1170334087947578,0.5917462601179971,1.5984879218698012,0.8690909090909091,0.5018181818181818,1.337272727272727,-0.20909090909090908,-0.9218181818181818,0.3845454545454546,0.00021151712378110295,0.00012007994980799967,0.551533581378478,-0.01880885323848605,-1.047957605476758,0.8160278964001468,-0.16363636363636364,-0.6862745098039215,0.4042553191489362,0.3262870827969047,0.06855212702631616,0.5856555504796712
3wvyh,Alchemical-CGenFF,Physical,Standard,1.1323386900971408,0.47962106254455034,1.7425634200014852,0.7663636363636364,0.3481818181818181,1.3272727272727274,0.26454545454545453,-0.3300000000000001,0.979090909090909,0.3657793891641701,0.0296884380090817,0.9318723905919777,1.241027148294349,0.30697213349487884,2.2852120887864587,0.5504818825631803,0.10638297872340426,0.9583333333333335,1.2257153536276426,0.9415673408364139,1.4219859628722125
f3dpg,PLS from NIST data and QM-generated QSAR Descriptors,Mixed,Standard,1.1732084988688847,0.7324367797725865,1.521112033409051,0.9218181818181818,0.49545454545454537,1.3627272727272726,-0.8509090909090908,-1.33,-0.3636363636363638,0.1097824426022623,0.0012763229363185536,0.45785396148472174,0.3617267461111752,-0.20383728259935252,0.8604285120568754,0.14679516868351475,-0.33333333333333337,0.5102040816326531,0.634439414704376,0.25239143375278605,1.0224953970956712
25s67,FS-AGM (Fast switching Annihilation/Growth Method),Physical,Standard,1.211321592311472,0.846527666948394,1.5418141616585668,1.0572727272727271,0.7227272727272728,1.4172727272727272,-0.9736363636363637,-1.3954545454545455,-0.5372727272727272,0.6261426146450121,0.17764998723014458,0.9019953672397099,1.3317248486697444,0.5030000674172455,2.364704753170024,0.45454545454545453,-0.12500000000000003,0.88,0.7923363373340534,0.5238035909575426,1.0468319559228654
zdj0j,Solvation-B3LYP,Physical,Standard,1.2147801896190558,0.9854717375219572,1.419731088494002,1.1327272727272726,0.8699999999999999,1.3772727272727274,1.1327272727272726,0.8699999999999999,1.3772727272727274,0.6397811535346889,0.2390348447280685,0.9396041777930162,0.8564046089224392,0.40247337629507174,1.2996337584487876,0.6363636363636364,0.16,0.9583333333333335,0.07671968658720603,-0.0,0.3027534366045102
7gg6s,MLR from NIST data and QM-generated QSAR Descriptors,Mixed,Standard,1.2656906127773593,0.8192846103322536,1.6122795832440027,1.0045454545454546,0.5581818181818184,1.450909090909091,-1.0045454545454546,-1.4509090909090907,-0.5581818181818182,0.10143142429272857,0.0015542492768993348,0.45288417638695494,0.31170126086843286,-0.168989037110622,0.7512088645526861,0.16363636363636364,-0.3333333333333333,0.5319148936170213,0.5969517006520205,0.23223555795506465,0.9878870938715617
hwf2k,Extended solvent-contact model approach,Empirical,Standard,1.2763548950749624,0.5721808360045879,1.904239289776175,0.9336363636363636,0.4918181818181818,1.5081818181818178,-0.09363636363636364,-0.9263636363636365,0.5645454545454545,0.1159915708036296,0.0007747889893391317,0.8422461602377206,0.6821190328257366,-0.7964842995428295,1.6340297314985592,0.3090909090909091,-0.3191489361702128,0.7872340425531915,0.48360258593241695,0.22608912330246278,0.7981782189182829
pcv32,Solvation- WB97X-D,Physical,Standard,1.2840029736584089,1.0120680896964482,1.5263205906540556,1.1699999999999997,0.8445454545454546,1.4700000000000002,1.1699999999999997,0.8445454545454546,1.4700000000000002,0.4981082060411082,0.14620848605932923,0.8867948320458638,0.7504380857420299,0.26083160083160073,1.3859226637928357,0.4403855060505442,-0.0588235294117647,0.8172515478767465,0.28406495286349104,0.016362805764358987,0.5155252848263356
v2q0t,InterX_GAFF_WET_OCTANOL,Physical,Standard,1.3051750143876562,0.9548441091231977,1.6618691557728278,1.1645454545454546,0.8263636363636365,1.529090909090909,-1.1536363636363636,-1.5245454545454544,-0.7981818181818181,0.6977353925920066,0.2568265000947899,0.9776883677398956,1.3095229236968111,0.9070247021278942,1.578506364591849,0.6363636363636364,0.14285714285714285,0.9999999999999999,1.3447956033611586,1.2525437102869723,1.4175561000595265
rdsnw,EC_RISM_wet_P1w+1o,Physical,Standard,1.3150734511114508,0.8755673485336132,1.7149715078470755,1.1509090909090907,0.8045454545454546,1.5536363636363637,1.1509090909090907,0.8045454545454546,1.5536363636363637,0.7774247325353058,0.3909259596559006,0.9649915931075383,1.5091132995762375,1.1423519863966616,1.7786511706411394,0.7454545454545454,0.36,1.0,0.9834849177014551,0.7245040630147986,1.2210086243891636
ggm6n,FS-GM (Fast switching Growth Method),Physical,Standard,1.3225113850687122,0.9613012014972208,1.6271503255133442,1.1636363636363638,0.7990909090909092,1.5254545454545452,-1.1509090909090909,-1.521818181818182,-0.7663636363636364,0.532587015344206,0.11350340638019771,0.8410093159641528,1.0423743317099667,0.44510308081383804,1.6868728202158072,0.5272727272727272,0.06382978723404256,0.8695652173913043,1.1742458850727469,1.0242673422207458,1.3248889073466508
jjd0b,MD/S-MBIS-GAFF-TIP3P/MBAR/,Physical,Standard,1.3505285160733456,0.8928300255622313,1.7374484949854694,1.1345454545454545,0.7136363636363636,1.5745454545454545,-1.0945454545454545,-1.5581818181818183,-0.63,0.6626662961826788,0.222900213817599,0.9055445371616943,1.5053053950584674,0.800666803446861,2.052023364171949,0.5272727272727272,0.0,0.911111111111111,0.7548209366391184,0.4350679014909258,1.0440356050223571
2tzb0,EC_RISM_dry_P1w+1o,Physical,Standard,1.3803490994540608,0.9263074298230876,1.7903935575479186,1.2090909090909092,0.838181818181818,1.62,1.2090909090909092,0.838181818181818,1.62,0.7896809701679401,0.40308577397888007,0.9721091226477899,1.5784536224389187,1.200143450761416,1.8604172131844103,0.7454545454545454,0.36,1.0,0.9972451790633611,0.740423882497889,1.207192989742099
cr3hs,PLS3 from NIST data and QM-generated QSAR Descriptors subset,Mixed,Standard,1.3862736185380378,0.5747964066440474,2.1078834709899708,0.9609090909090909,0.45999999999999996,1.620909090909091,0.8045454545454546,0.20818181818181802,1.5336363636363635,0.40342003756966394,0.011529163274170631,0.7915565260432523,1.3608152301298817,-0.15386020710673354,2.648706311631133,0.34545454545454546,-0.3191489361702128,0.836734693877551,0.6531832717305537,0.3240444647479824,0.9939504685964258
arw58,DLPNO-CCSD(T)/cc-pVTZ//B3LYP-D3/cc-pVTZ,Other,Standard,1.4057835084846002,0.7975245792735509,1.9025891449667882,1.0936363636363637,0.5990909090909091,1.6590909090909094,1.01,0.4572727272727272,1.6063636363636362,0.08742942169404108,0.00028518746923848407,0.53151516321936,-0.24177310320965234,-0.760181927400669,0.2689762211549725,-0.2,-0.6326530612244898,0.36,-0.0,-0.0,-0.0
ahmtf,B3PW91-TZ SMD kcl-wet-oct,Physical,Standard,1.4129820175140877,1.1257361228022391,1.6921718159056587,1.3336363636363637,1.061818181818182,1.6181818181818182,1.3336363636363637,1.061818181818182,1.6181818181818182,0.5498536749114745,0.10777431111433333,0.8863600584316932,0.6988872064081433,0.23148504494903135,1.1632111370931428,0.5636363636363636,0.10204081632653061,0.9166666666666667,-0.0,-0.0,-0.0
o7djk,B3PW91-TZ SMD wetoct,Physical,Standard,1.4170969043659776,1.1393379257669383,1.7102551643754003,1.3381818181818181,1.0727272727272725,1.6318181818181818,1.3381818181818181,1.0727272727272725,1.6318181818181818,0.5503101150842721,0.11264856516934085,0.8845528919972763,0.6981691550432875,0.23080426534739507,1.1617886178861792,0.5636363636363636,0.11538461538461539,0.9183673469387755,-0.0,-0.0,-0.0
fmf7r,dice,Mixed,Standard,1.437820320042554,1.0323186611612802,1.7668358981266739,1.2509090909090907,0.8363636363636363,1.667272727272727,0.2636363636363636,-0.5754545454545454,1.0890909090909089,0.048889842004000844,0.00015334794614206622,0.5794592598772677,0.4652451977989681,-0.8860816220845701,2.1100710862362893,0.09834215720608248,-0.501280411827603,0.6459735337763902,0.31609839832772685,0.05318604039481153,0.6683278652214241
4p2ph,DLPNO-Solv-ccCA,Other,Standard,1.4398674181389695,0.809977552999857,1.939121169264806,1.12,0.6063636363636364,1.6872727272727275,1.041818181818182,0.46090909090909093,1.6472727272727274,0.09497542577268811,0.00037034613097432743,0.5426571018138697,-0.2588928615277007,-0.7830862528426633,0.25600831249041595,-0.2568915451961508,-0.6799999999999999,0.2916666666666667,-0.0,-0.0,-0.0
6fyg5,Solvation-M062X,Physical,Standard,1.4972702434157243,1.26200777983483,1.7000240640008064,1.4381818181818182,1.1727272727272728,1.6681818181818182,1.4381818181818182,1.1727272727272728,1.6681818181818182,0.6911231476944755,0.3022655771035287,0.9579475327248852,0.9285166844629309,0.48787967760300466,1.5021743973622066,0.7090909090909091,0.2653061224489796,1.0,0.04557221368550743,0.0027409776153494753,0.1848360258593242
REF02,YANK-GAFF-TIP3P-wet-oct,Physical,Reference,1.615065436332647,0.48421445286529424,2.6314651984985646,0.9745454545454545,0.41454545454545444,1.8290909090909089,-0.8309090909090906,-1.7436363636363632,-0.17818181818181816,0.21857298522471383,0.006465594624717711,0.8740595554475177,1.0976847494075144,0.13024600638977643,1.9463402681872861,0.5272727272727272,0.10638297872340426,0.8846153846153847,1.2245248279967331,0.905990005122029,1.4284923238783453
sqosi,MD-AMBER-dryoct,Physical,Standard,1.6921234642252965,1.1347326477272883,2.174285671621414,1.4172727272727272,0.8863636363636364,1.9736363636363636,-1.4027272727272726,-1.9690909090909094,-0.8563636363636367,0.5147951611670918,0.04272902550892111,0.8725161952756199,1.4025087152089233,0.37176987016453783,2.0171597948380158,0.45454545454545453,-0.043478260869565216,0.836734693877551,0.7209601727646497,0.41363844013455714,1.0185362072068331
rs4ns,BLYP/cc-pVTZ//B3LYP-D3/cc-pVTZ,Other,Standard,1.7137412555310356,1.1247868484941734,2.2349516976680035,1.4381818181818182,0.9145454545454546,2.0154545454545456,1.4381818181818182,0.9145454545454546,2.0154545454545456,0.06437344334299208,0.0002527364210179545,0.480179583783885,-0.19179040341093,-0.6949485041687099,0.26957555083324014,-0.22438727760202973,-0.6740310804196752,0.3333333333333333,0.07209601727646499,-0.0,0.25236374711020676
REF07,YANK-SAMPL_mols_GAFF_tip3p_dry_octanol,Physical,Standard,1.7301996731854128,0.4619326987579664,2.860373465762183,0.9518181818181819,0.3218181818181817,1.9227272727272726,-0.7481818181818184,-1.781818181818182,-0.019090909090909106,0.21754728174150492,0.006636365600967472,0.8526154496919707,1.2282677847929366,0.09697560803125795,2.304672290720311,0.4909090909090909,0.08,0.8431372549019607,1.2331907471240502,0.946993922781954,1.4349986848844776
